AppUsageEventEntity-packageName,category,abstract
com.netflix.mediaclient,Entertainment,Media/Entertainment
com.nexon.handsplus,Entertainment,Media/Entertainment
com.samsung.everland.android.mobileApp,Entertainment,Media/Entertainment
com.scatterlab.sol,Entertainment,Media/Entertainment
com.skb.smartrc,Entertainment,Media/Entertainment
com.skmnc.gifticon,Entertainment,Media/Entertainment
gg.op.lol.android,Entertainment,Media/Entertainment
kr.co.captv.pooqV2,Entertainment,Media/Entertainment
kr.co.kbs.kong,Entertainment,Media/Entertainment
kr.co.lottecinema.lcm,Entertainment,Media/Entertainment
kr.co.ticketlink.cne,Entertainment,Media/Entertainment
sixclk.newpiki,Entertainment,Media/Entertainment
tv.twitch.android.app,Entertainment,Media/Entertainment
zettamedia.bflix,Entertainment,Media/Entertainment
com.Classting,Education,Productivity/Business
com.belugaedu.amgigorae,Education,Productivity/Business
com.brainbow.peak.app,Education,Productivity/Business
com.carrotenglish.rptest,Education,Productivity/Business
com.credu.ml,Education,Productivity/Business
com.hellotalk,Education,Productivity/Business
com.imcompany.school2,Education,Productivity/Business
com.kcic.oneminjapanese,Education,Productivity/Business
com.mathpresso.qandateacher,Education,Productivity/Business
com.moiseum.dailyart2,Education,Productivity/Business
com.nhn.android.naverdic,Education,Productivity/Business
com.omega.dic.es,Education,Productivity/Business
com.qualson.realclass,Education,Productivity/Business
com.stn.mobile_player,Education,Productivity/Business
kr.ac.kaist.coursemos.android,Education,Productivity/Business
kr.co.sigongedu.memo,Education,Productivity/Business
kr.co.yanadoo.mobile,Education,Productivity/Business
net.carrotenglish.ctm,Education,Productivity/Business
app.hybirds.skypeople,Dating,Social/Communication
com.coffeemeetsbagel,Dating,Social/Communication
com.andr.evine.who,Communication,Social/Communication
com.android.chrome,Communication,Social/Communication
com.android.contacts,Communication,Social/Communication
com.android.mms,Communication,Social/Communication
com.briniclemobile.wibeetalk,Communication,Social/Communication
com.discord,Communication,Social/Communication
com.enabledaonsoft.thecamp,Communication,Social/Communication
com.facebook.orca,Communication,Social/Communication
com.google.android.apps.messaging,Communication,Social/Communication
com.google.android.gm,Communication,Social/Communication
com.google.android.talk,Communication,Social/Communication
com.kakao.talk,Communication,Social/Communication
com.nexon.nxplay,Communication,Social/Communication
com.nhn.android.mail,Communication,Social/Communication
com.opera.browser,Communication,Social/Communication
com.samsung.accessory,Communication,Social/Communication
com.samsung.android.contacts,Communication,Social/Communication
com.samsung.android.da.daagent,Communication,Social/Communication
com.samsung.android.mateagent,Communication,Social/Communication
com.samsung.android.messaging,Communication,Social/Communication
com.sec.android.app.sbrowser,Communication,Social/Communication
com.sec.spp.push,Communication,Social/Communication
com.skt.prod.dialer,Communication,Social/Communication
com.skt.prod.phone,Communication,Social/Communication
com.skt.tdatacoupon,Communication,Social/Communication
com.skype.raider,Communication,Social/Communication
com.sonelli.juicessh,Communication,Social/Communication
com.sonymobile.android.contacts,Communication,Social/Communication
com.sonymobile.android.dialer,Communication,Social/Communication
com.tencent.mm,Communication,Social/Communication
com.vaultmicro.kidsnote,Communication,Social/Communication
com.vidyo.VidyoClient,Communication,Social/Communication
com.whatsapp,Communication,Social/Communication
gogolook.callgogolook2,Communication,Social/Communication
jp.naver.line.android,Communication,Social/Communication
kr.ac.kaist.portal,Communication,Social/Communication
kreditdata.kreditjob,Communication,Social/Communication
net.daum.android.daum,Communication,Social/Communication
org.telegram.messenger,Communication,Social/Communication
com.lezhin.comics,Comics,Media/Entertainment
com.nhn.android.webtoon,Comics,Media/Entertainment
laftel.net.laftel,Comics,Media/Entertainment
net.daum.android.webtoon,Comics,Media/Entertainment
com.Slack,Business,Productivity/Business
com.albamon.app,Business,Productivity/Business
com.androidrocker.callblocker,Business,Productivity/Business
com.google.android.apps.ads.publisher,Business,Productivity/Business
com.jobkorea.app,Business,Productivity/Business
com.jobplanet.kr.android,Business,Productivity/Business
com.linkedin.android,Business,Productivity/Business
com.linkedin.android.jobs.jobseeker,Business,Productivity/Business
com.microsoft.rdc.android,Business,Productivity/Business
com.samsung.android.knox.containeragent,Business,Productivity/Business
com.samsung.knox.securefolder,Business,Productivity/Business
com.sweettracker.smartparcel,Business,Productivity/Business
com.teamblind.blind,Business,Productivity/Business
com.teamup.teamup,Business,Productivity/Business
kr.co.alba.webappalba.m,Business,Productivity/Business
kr.co.hiworks.messenger,Business,Productivity/Business
kr.co.hiworks.mobile,Business,Productivity/Business
kr.co.rememberapp,Business,Productivity/Business
kr.co.saramin.SalaryCalc,Business,Productivity/Business
net.hibrain.apps.android.hibrainnet,Business,Productivity/Business
net.slideshare.mobile,Business,Productivity/Business
com.godpeople.GPBIBLE,Books/Reference,Media/Entertainment
com.initialcoms.ridi,Books/Reference,Media/Entertainment
com.kyobo.ebook.samsung,Books/Reference,Media/Entertainment
com.nhn.android.nbooks,Books/Reference,Media/Entertainment
com.nhn.android.search,Books/Reference,Media/Entertainment
com.ptculi.tekview,Books/Reference,Media/Entertainment
com.skt.skaf.OA00050017,Books/Reference,Media/Entertainment
kr.ac.libit.kaist,Books/Reference,Media/Entertainment
kr.co.aladin.ebook,Books/Reference,Media/Entertainment
kr.co.ypbooks.app,Books/Reference,Media/Entertainment
mok.android,Books/Reference,Media/Entertainment
org.wikipedia,Books/Reference,Media/Entertainment
kr.co.company.hwahae,Beauty,Lifestyle
com.dwlife.drinkingcolor,Auto/Vehicles,Travel
com.encar.encarMobileApp,Auto/Vehicles,Travel
com.encardirect.app,Auto/Vehicles,Travel
com.google.android.projection.gearhead,Auto/Vehicles,Travel
com.nbdproject.macarong,Auto/Vehicles,Travel
com.skn.zamong2,Auto/Vehicles,Travel
kr.co.cardoc,Auto/Vehicles,Travel
kr.co.kbc.cha.android,Auto/Vehicles,Travel
android,,
android.example.com.tflitecamerademo,,
com.SunHan,,
com.WeTogether,,
com.android.documentsui,,
com.android.systemui,,
com.android.vending,,
com.facebook.appmanager,,
com.luga,,
com.osp.app.signin,,
com.samsung.SMT,,
com.skt.skaf.A000Z00040,,
com.skt.skaf.OA00018282,,
com.skt.skaf.OA00199800,,
com.skt.skaf.l001mtm091,,
com.vlingo.midas,,
kaist.iclab.abc,,
org.tensorflow.demo,,
